step, temperature
1.0,5.0
2.0,5.0
3.0,4.9998
4.0,4.999600008
5.0,4.999400023999679
6.0,4.999200047998719
7.0,4.999000079996799
8.0,4.998800119993599
9.0,4.9986001679887995
10.0,4.998400223982079
11.0,4.99820028797312
12.0,4.9980003599616
13.0,4.997800439947202
14.0,4.997600527929604
15.0,4.9974006239084865
16.0,4.99720072788353
17.0,4.997000839854414
18.0,4.99680095982082
19.0,4.996601087782427
20.0,4.996401223738915
21.0,4.996201367689966
22.0,4.996001519635258
23.0,4.995801679574472
24.0,4.995601847507289
25.0,4.995402023433389
26.0,4.995202207352452
27.0,4.995002399264157
28.0,4.994802599168186
29.0,4.994602807064219
30.0,4.9944030229519365
31.0,4.9942032468310185
32.0,4.994003478701145
33.0,4.993803718561996
34.0,4.993603966413254
35.0,4.993404222254597
36.0,4.993204486085706
37.0,4.993004757906263
38.0,4.9928050377159465
39.0,4.992605325514438
40.0,4.992405621301417
41.0,4.992205925076565
42.0,4.992006236839561
43.0,4.991806556590087
44.0,4.991606884327823
45.0,4.99140722005245
46.0,4.9912075637636475
47.0,4.991007915461097
48.0,4.990808275144478
49.0,4.990608642813473
50.0,4.99040901846776
51.0,4.990209402107022
52.0,4.990009793730937
53.0,4.989810193339188
54.0,4.989610600931454
55.0,4.989411016507416
56.0,4.9892114400667555
57.0,4.9890118716091525
58.0,4.988812311134288
59.0,4.9886127586418425
60.0,4.988413214131497
61.0,4.988213677602931
62.0,4.988014149055827
63.0,4.987814628489865
64.0,4.987615115904725
65.0,4.987415611300088
66.0,4.987216114675636
67.0,4.987016626031049
68.0,4.9868171453660075
69.0,4.986617672680192
70.0,4.986418207973285
71.0,4.986218751244966
72.0,4.986019302494916
73.0,4.985819861722816
74.0,4.985620428928347
75.0,4.985421004111189
76.0,4.985221587271025
77.0,4.985022178407534
78.0,4.984822777520398
79.0,4.984623384609296
80.0,4.984423999673912
81.0,4.984224622713925
82.0,4.984025253729016
83.0,4.983825892718867
84.0,4.983626539683158
85.0,4.98342719462157
86.0,4.983227857533786
87.0,4.983028528419484
88.0,4.982829207278347
89.0,4.9826298941100555
90.0,4.982430588914291
91.0,4.982231291690733
92.0,4.982032002439065
