step, energy
522.0,-240.147361
523.0,-241.530076
524.0,-240.834656
525.0,-240.834656
526.0,-241.527803
527.0,-241.527803
528.0,-242.22095
529.0,-241.527803
530.0,-240.166712
531.0,-238.780418
532.0,-237.394124
533.0,-237.394124
534.0,-238.755215
535.0,-238.755215
536.0,-238.062068
537.0,-237.53388
538.0,-236.906848
539.0,-237.599995
540.0,-236.906848
541.0,-235.520554
542.0,-236.213701
543.0,-234.837478
544.0,-235.530458
545.0,-234.837311
546.0,-234.837311
547.0,-234.173988
548.0,-235.560282
549.0,-234.926028
550.0,-235.619175
551.0,-234.926028
552.0,-234.232881
553.0,-233.539734
554.0,-233.539734
555.0,-232.846587
556.0,-232.15344
557.0,-232.846587
558.0,-231.460293
559.0,-232.236056
560.0,-232.236056
561.0,-230.995824
562.0,-230.995824
563.0,-230.302677
564.0,-229.60953
565.0,-230.849762
566.0,-231.542909
567.0,-230.845694
568.0,-231.481477
569.0,-230.095183
570.0,-231.481477
571.0,-232.174624
572.0,-231.481477
573.0,-230.78833
574.0,-230.095143
575.0,-229.401996
576.0,-228.708849
577.0,-228.708849
578.0,-228.015702
579.0,-228.498721
580.0,-229.885015
581.0,-230.578162
582.0,-231.964456
583.0,-230.592765
584.0,-229.206471
585.0,-229.899618
586.0,-228.513324
587.0,-229.208307
588.0,-228.420905
589.0,-227.034611
590.0,-225.648317
591.0,-225.648317
592.0,-227.034611
593.0,-227.034611
594.0,-227.727758
595.0,-227.727758
596.0,-227.034633
597.0,-227.539165
598.0,-228.232312
599.0,-226.846134
600.0,-225.45984
601.0,-226.846134
602.0,-225.45984
603.0,-224.766693
604.0,-224.073546
605.0,-224.766693
606.0,-225.47698
607.0,-225.47698
608.0,-227.111138
609.0,-227.111138
610.0,-226.382581
611.0,-226.382581
612.0,-225.017841
613.0,-224.321424
614.0,-225.014571
615.0,-225.707718
616.0,-225.025348
617.0,-224.332201
618.0,-223.639054
619.0,-223.639054
620.0,-223.008089
621.0,-221.621795
622.0,-221.112508
623.0,-220.419361
624.0,-219.612794
625.0,-218.91994
626.0,-218.91994
627.0,-219.613087
628.0,-218.226793
629.0,-225.917155
630.0,-226.61018
631.0,-227.416747
632.0,-226.030453
633.0,-227.416747
634.0,-226.723658
635.0,-226.030511
636.0,-225.337364
637.0,-226.030511
638.0,-226.723658
639.0,-226.030511
640.0,-226.030511
641.0,-224.646627
642.0,-224.646627
643.0,-225.339814
644.0,-226.032961
645.0,-235.808287
646.0,-235.808287
647.0,-236.490657
648.0,-235.104363
649.0,-236.490657
650.0,-236.992916
651.0,-236.299769
652.0,-236.992916
653.0,-236.299769
654.0,-235.606915
655.0,-234.220621
656.0,-235.606915
657.0,-234.220621
658.0,-232.834327
659.0,-232.306139
660.0,-231.772075
661.0,-232.465222
662.0,-231.772075
663.0,-233.158369
664.0,-234.544663
665.0,-234.544663
666.0,-234.544663
667.0,-233.851516
668.0,-233.158369
669.0,-231.772075
670.0,-232.465222
671.0,-231.078928
672.0,-232.465222
673.0,-233.851516
674.0,-234.869555
675.0,-242.359873
676.0,-241.689575
677.0,-240.996428
678.0,-239.610134
679.0,-238.22384
680.0,-237.530693
681.0,-236.144399
682.0,-236.837457
683.0,-236.591997
684.0,-237.978291
685.0,-236.629524
686.0,-235.936377
687.0,-234.550083
688.0,-232.760883
689.0,-233.45403
690.0,-234.147088
691.0,-229.605013
692.0,-229.605013
693.0,-228.392067
694.0,-229.085214
695.0,-228.284917
696.0,-226.898623
697.0,-227.556132
698.0,-226.169838
699.0,-224.783544
700.0,-224.090455
701.0,-224.090455
702.0,-222.791019
703.0,-224.177273
704.0,-224.87042
705.0,-224.177273
706.0,-224.177273
707.0,-222.790979
708.0,-224.177273
709.0,-222.790979
710.0,-224.174863
711.0,-225.561157
712.0,-224.925374
713.0,-224.925374
714.0,-216.591649
715.0,-217.977943
716.0,-217.284796
717.0,-216.591649
718.0,-215.888775
719.0,-216.581922
720.0,-215.195628
721.0,-216.581922
722.0,-217.275069
723.0,-217.275069
724.0,-216.527024
725.0,-217.91314
726.0,-220.136705
727.0,-220.829852
728.0,-219.443558
729.0,-218.750411
730.0,-218.495593
731.0,-219.881887
732.0,-218.659899
733.0,-220.024639
734.0,-220.664706
735.0,-220.664706
736.0,-219.278412
737.0,-220.634254
738.0,-219.586838
739.0,-219.586838
740.0,-220.279985
741.0,-218.946327
742.0,-217.560033
743.0,-218.25318
744.0,-217.560033
745.0,-216.866886
746.0,-215.483002
747.0,-215.483002
748.0,-214.789926
749.0,-215.483073
750.0,-214.140069
751.0,-214.833145
752.0,-215.526292
753.0,-216.912586
754.0,-216.219439
755.0,-214.916417
756.0,-213.530123
757.0,-213.530123
758.0,-212.481186
759.0,-211.094892
760.0,-210.431569
761.0,-209.045275
762.0,-209.045275
763.0,-208.352128
764.0,-206.965834
765.0,-205.57954
766.0,-205.57954
767.0,-204.884048
768.0,-203.497754
769.0,-202.804607
770.0,-201.418313
771.0,-200.032019
772.0,-198.645725
773.0,-199.33885
774.0,-200.031997
775.0,-201.418291
776.0,-202.804585
777.0,-201.86374
778.0,-197.846134
779.0,-196.45984
780.0,-195.073546
781.0,-194.380399
782.0,-195.766693
783.0,-194.725602
784.0,-193.339308
785.0,-191.954736
786.0,-191.261589
787.0,-189.875335
788.0,-189.875335
789.0,-189.182188
790.0,-190.568482
791.0,-189.182188
792.0,-190.568482
793.0,-189.875335
794.0,-188.489041
795.0,-187.795894
796.0,-187.102747
797.0,-187.795894
798.0,-188.515647
799.0,-189.901941
800.0,-190.595088
801.0,-189.64656
802.0,-191.032854
803.0,-192.416738
804.0,-191.030444
805.0,-190.35529
806.0,-194.372896
807.0,-195.066043
808.0,-195.75919
809.0,-194.463164
810.0,-192.829006
811.0,-191.442712
812.0,-190.712002
813.0,-192.098296
814.0,-193.482868
815.0,-192.096574
816.0,-190.71028
817.0,-191.403427
818.0,-191.403427
819.0,-191.403427
820.0,-192.096574
821.0,-192.707293
822.0,-191.320999
823.0,-191.937322
824.0,-190.551028
825.0,-190.551028
826.0,-191.244175
827.0,-189.858178
828.0,-189.858178
829.0,-188.471884
830.0,-189.182063
831.0,-189.2454
832.0,-189.979265
833.0,-188.592971
834.0,-187.899824
835.0,-192.874869
836.0,-191.488575
837.0,-188.265545
838.0,-186.879251
839.0,-185.492957
840.0,-186.879251
841.0,-185.492957
842.0,-184.80526
843.0,-186.191554
844.0,-184.814921
845.0,-184.121774
846.0,-184.984476
847.0,-185.677623
848.0,-185.066629
849.0,-186.452923
850.0,-185.274548
851.0,-185.967695
852.0,-185.967695
853.0,-185.967695
854.0,-186.660842
855.0,-188.047136
856.0,-184.02953
857.0,-182.682933
858.0,-181.296639
859.0,-182.682893
860.0,-183.37604
861.0,-184.059246
862.0,-183.366099
863.0,-183.366099
864.0,-182.892057
865.0,-182.892057
866.0,-183.585204
867.0,-184.278351
868.0,-183.667632
869.0,-182.874301
870.0,-182.874301
871.0,-183.365651
872.0,-182.762375
873.0,-181.376081
874.0,-180.682934
875.0,-179.901734
876.0,-179.901734
877.0,-179.208587
878.0,-179.14525
879.0,-178.452103
880.0,-179.493194
881.0,-180.186341
882.0,-179.493194
883.0,-178.1069
884.0,-176.782784
885.0,-175.39649
886.0,-174.010196
887.0,-172.623902
888.0,-174.010196
889.0,-172.623902
890.0,-173.163511
891.0,-172.319128
892.0,-172.319128
893.0,-171.625981
894.0,-170.521705
895.0,-169.149712
896.0,-169.84175
897.0,-168.455456
898.0,-169.148603
899.0,-167.762309
900.0,-168.017637
901.0,-166.723435
902.0,-166.723435
903.0,-168.109729
904.0,-166.738785
905.0,-168.125079
906.0,-168.818226
907.0,-168.125079
908.0,-168.736073
909.0,-167.89583
910.0,-168.588977
911.0,-178.192032
912.0,-179.036415
913.0,-178.343268
914.0,-178.946544
915.0,-178.253397
916.0,-177.56025
917.0,-178.253397
918.0,-178.864116
919.0,-177.823025
920.0,-177.129878
921.0,-176.280317
922.0,-176.973464
923.0,-176.973464
924.0,-176.280317
925.0,-176.97378
926.0,-176.225009
927.0,-174.838715
928.0,-174.492043
929.0,-173.105749
930.0,-174.492043
931.0,-174.55538
932.0,-173.171771
933.0,-173.864918
934.0,-173.171771
935.0,-172.478624
936.0,-171.725025
937.0,-172.469357
938.0,-172.469357
939.0,-173.855651
940.0,-172.469357
941.0,-171.810177
942.0,-172.325826
943.0,-172.357494
944.0,-172.987711
945.0,-170.949586
946.0,-169.563292
947.0,-168.870145
948.0,-169.563292
949.0,-168.870145
950.0,-168.870145
951.0,-168.176998
952.0,-168.870145
953.0,-170.256439
954.0,-171.642733
955.0,-170.256439
956.0,-170.949586
957.0,-169.563292
958.0,-169.368529
959.0,-168.675382
960.0,-167.437657
961.0,-169.903457
962.0,-171.930684
963.0,-173.316978
964.0,-174.703272
965.0,-173.317377
966.0,-174.660381
967.0,-173.274087
968.0,-174.660381
969.0,-173.950672
970.0,-173.950672
971.0,-178.393841
972.0,-179.780135
973.0,-178.393841
974.0,-177.007547
975.0,-177.700694
976.0,-178.74811
977.0,-178.054963
978.0,-178.74784
979.0,-180.134134
980.0,-179.441156
981.0,-180.82745
982.0,-180.134303
983.0,-181.433739
984.0,-182.126886
985.0,-182.820033
986.0,-180.792806
987.0,-182.1791
988.0,-182.1791
989.0,-181.485953
990.0,-180.792951
991.0,-179.406657
992.0,-180.099804
993.0,-179.406657
994.0,-178.020363
995.0,-178.71351
996.0,-179.324505
997.0,-178.517344
998.0,-179.210491
999.0,-177.824197
1000.0,-178.517344
1001.0,-179.399552
1002.0,-178.902495
1003.0,-178.209348
1004.0,-179.514236
1005.0,-184.803822
1006.0,-185.496969
1007.0,-185.496969
1008.0,-186.883263
1009.0,-187.57641
1010.0,-187.57641
1011.0,-187.57641
1012.0,-188.962704
1013.0,-189.575291
1014.0,-190.052076
1015.0,-191.43837
1016.0,-192.131517
1017.0,-190.745223
1018.0,-191.960533
1019.0,-192.65368
1020.0,-190.129909
1021.0,-190.385237
1022.0,-190.385237
1023.0,-190.731909
1024.0,-191.425056
1025.0,-192.118203
1026.0,-192.81135
1027.0,-191.425056
1028.0,-192.118203
1029.0,-192.81108
1030.0,-191.463809
1031.0,-192.156886
1032.0,-191.463739
1033.0,-192.850033
1034.0,-193.54318
1035.0,-192.753207
1036.0,-192.753207
1037.0,-194.047409
1038.0,-194.047409
1039.0,-193.354262
1040.0,-191.967968
1041.0,-191.214916
1042.0,-190.303017
1043.0,-188.916723
1044.0,-191.417589
1045.0,-191.417589
1046.0,-190.031295
1047.0,-188.645001
1048.0,-187.951925
1049.0,-188.661634
1050.0,-190.047928
1051.0,-190.302746
1052.0,-189.609599
1053.0,-190.302746
1054.0,-188.916452
1055.0,-188.916452
1056.0,-188.661634
1057.0,-187.968487
1058.0,-189.354781
1059.0,-195.60787
1060.0,-195.802633
1061.0,-194.416339
1062.0,-194.416339
1063.0,-195.802633
1064.0,-194.416339
1065.0,-193.030045
1066.0,-191.643751
1067.0,-193.012668
1068.0,-194.398962
1069.0,-194.143634
1070.0,-195.529928
1071.0,-194.836781
1072.0,-195.529759
1073.0,-194.836612
1074.0,-196.222906
1075.0,-197.594899
1076.0,-196.901752
1077.0,-195.519798
1078.0,-194.826651
1079.0,-195.520663
1080.0,-196.906957
1081.0,-195.144297
1082.0,-195.837444
1083.0,-195.837444
1084.0,-196.53052
1085.0,-197.916814
1086.0,-196.53052
1087.0,-197.223667
1088.0,-198.842746
1089.0,-198.150942
1090.0,-196.764648
1091.0,-196.071501
1092.0,-197.457795
1093.0,-196.764648
1094.0,-198.150942
1095.0,-198.347897
1096.0,-197.65475
1097.0,-196.961873
1098.0,-195.575579
1099.0,-196.961873
1100.0,-196.268726
1101.0,-197.65502
1102.0,-198.561231
1103.0,-197.868084
1104.0,-198.917021
1105.0,-200.303315
1106.0,-198.917021
1107.0,-198.364912
1108.0,-202.585771
1109.0,-201.199477
1110.0,-199.813305
1111.0,-201.189938
1112.0,-200.496791
1113.0,-199.110497
1114.0,-198.41735
1115.0,-197.031056
1116.0,-195.644762
1117.0,-196.337909
1118.0,-197.559897
1119.0,-197.559897
1120.0,-198.946191
1121.0,-197.559897
1122.0,-198.946191
1123.0,-199.726553
1124.0,-201.112725
1125.0,-200.019169
1126.0,-201.405463
1127.0,-202.09861
1128.0,-203.484904
1129.0,-204.871198
1130.0,-203.484904
1131.0,-204.178051
1132.0,-203.43005
1133.0,-202.111208
1134.0,-202.111208
1135.0,-203.497502
1136.0,-202.111208
1137.0,-203.497502
1138.0,-202.111208
1139.0,-201.418061
1140.0,-200.040762
1141.0,-200.733909
1142.0,-200.733909
1143.0,-201.427056
1144.0,-201.427056
1145.0,-198.92619
1146.0,-199.766433
1147.0,-198.380139
1148.0,-198.051028
1149.0,-198.051028
1150.0,-197.308724
1151.0,-195.92243
1152.0,-195.229283
1153.0,-195.92243
1154.0,-195.92243
1155.0,-195.168798
1156.0,-195.861945
1157.0,-197.647991
1158.0,-199.034285
1159.0,-197.648113
1160.0,-196.954966
1161.0,-198.34126
1162.0,-196.954966
1163.0,-195.568672
1164.0,-196.954966
1165.0,-195.568672
1166.0,-195.568672
1167.0,-196.261819
1168.0,-195.568672
1169.0,-194.875525
1170.0,-196.261522
1171.0,-201.883942
1172.0,-200.497648
1173.0,-201.156828
1174.0,-199.787911
1175.0,-200.481058
1176.0,-201.174205
1177.0,-202.560499
1178.0,-203.253646
1179.0,-201.867352
1180.0,-201.16807
1181.0,-202.311476
1182.0,-200.692397
1183.0,-201.434701
1184.0,-200.048407
1185.0,-200.741554
1186.0,-200.048407
1187.0,-201.434701
1188.0,-203.05378
1189.0,-201.667486
1190.0,-203.034694
1191.0,-204.411993
1192.0,-203.034694
1193.0,-203.727841
1194.0,-205.074438
1195.0,-206.460732
1196.0,-205.767585
1197.0,-205.025281
1198.0,-206.411575
1199.0,-206.184464
1200.0,-204.79817
1201.0,-204.79817
1202.0,-204.79817
1203.0,-205.629204
1204.0,-207.015498
1205.0,-206.322421
1206.0,-204.936127
1207.0,-206.322421
1208.0,-205.180888
1209.0,-206.567142
1210.0,-207.260289
1211.0,-205.874035
1212.0,-206.129363
1213.0,-207.515657
1214.0,-207.515657
1215.0,-206.129363
1216.0,-206.82251
1217.0,-207.515657
1218.0,-208.204855
1219.0,-216.533371
1220.0,-217.919665
1221.0,-217.919665
1222.0,-216.535983
1223.0,-216.535983
1224.0,-216.535983
1225.0,-217.922277
1226.0,-217.202393
1227.0,-217.89554
1228.0,-219.281834
1229.0,-218.56865
1230.0,-218.536982
1231.0,-219.923276
1232.0,-218.536982
1233.0,-219.230129
1234.0,-219.230129
1235.0,-219.574958
1236.0,-218.188664
1237.0,-218.760418
1238.0,-217.374124
1239.0,-219.136784
1240.0,-217.75049
1241.0,-219.136784
1242.0,-219.829931
1243.0,-221.216225
1244.0,-219.854044
1245.0,-221.240338
1246.0,-219.854044
1247.0,-208.848051
1248.0,-210.234345
1249.0,-210.916674
1250.0,-209.530499
1251.0,-210.041155
1252.0,-210.174833
1253.0,-209.481757
1254.0,-210.174904
1255.0,-209.482599
1256.0,-208.096305
1257.0,-208.593362
1258.0,-209.286509
1259.0,-211.543751
1260.0,-210.850604
1261.0,-210.850604
1262.0,-211.543751
1263.0,-210.850604
1264.0,-210.157457
1265.0,-209.465921
1266.0,-209.465921
1267.0,-210.799579
1268.0,-210.799579
1269.0,-209.214977
1270.0,-209.018022
1271.0,-203.043044
1272.0,-202.349897
1273.0,-203.727196
1274.0,-204.420343
1275.0,-204.420343
1276.0,-203.181572
1277.0,-205.561313
1278.0,-201.91082
1279.0,-201.91082
1280.0,-200.524526
1281.0,-200.524526
1282.0,-199.138232
1283.0,-199.831379
1284.0,-198.445085
1285.0,-199.831379
1286.0,-198.497721
1287.0,-198.752539
1288.0,-200.138833
1289.0,-201.525127
1290.0,-202.642532
1291.0,-204.00719
1292.0,-205.393484
1293.0,-206.086631
1294.0,-205.008739
1295.0,-204.315592
1296.0,-202.929298
1297.0,-203.622445
1298.0,-202.929298
1299.0,-202.929298
1300.0,-204.24814
1301.0,-204.941287
1302.0,-205.513453
1303.0,-205.513453
1304.0,-204.820306
1305.0,-204.10119
1306.0,-202.714896
1307.0,-201.328602
1308.0,-202.714896
1309.0,-201.328602
1310.0,-200.635455
1311.0,-199.249161
1312.0,-199.942038
1313.0,-201.323992
1314.0,-202.710286
1315.0,-204.09658
1316.0,-202.710286
1317.0,-204.09658
1318.0,-204.09658
1319.0,-204.789727
1320.0,-205.482874
1321.0,-206.176475
1322.0,-207.417467
1323.0,-206.72432
1324.0,-206.72432
1325.0,-217.730313
1326.0,-219.116607
1327.0,-219.116607
1328.0,-220.502901
1329.0,-221.196048
1330.0,-222.580933
1331.0,-223.967227
1332.0,-225.353521
1333.0,-225.353521
1334.0,-224.660374
1335.0,-223.41728
1336.0,-223.040464
1337.0,-224.279235
1338.0,-223.366502
1339.0,-222.673355
1340.0,-222.673355
1341.0,-222.014175
1342.0,-221.321028
1343.0,-222.014104
1344.0,-221.211168
1345.0,-221.211168
1346.0,-221.211168
1347.0,-222.597462
1348.0,-221.904315
1349.0,-224.12788
1350.0,-222.763222
1351.0,-222.070075
1352.0,-221.537456
1353.0,-220.151162
1354.0,-220.151162
1355.0,-220.151162
1356.0,-218.764868
1357.0,-217.378574
1358.0,-222.359046
1359.0,-222.104228
1360.0,-220.717934
1361.0,-220.717934
1362.0,-219.33164
